"Country","Date","RelativeTimeSpentInRetailAndRecreation","RelativeTimeSpentInGroceryAndPharmacy","RelativeTimeSpentInParks","RelativeTimeSpentInTransitStations","RelativeTimeSpentInWorkplaces","RelativeTimeSpentInResidents","IsoCode","Continent","NewCases","NewDeaths","PeopleVaccinated","PeopleFullyVaccinated","TotalBoosterVaccines","StringencyIndex","Population"
"Lebanon","2022-01-22",-11,39,-8,-18,-16,-1,"LBN","Asia",5596,14,2411708,1963273,407932,50,6769151
"Lebanon","2022-01-23",-34,1,-37,-23,-23,4,"LBN","Asia",6381,13,2412182,1964345,408824,50,6769151
"Lebanon","2022-01-24",-16,29,-30,-23,-20,1,"LBN","Asia",1665,12,2417423,1975970,414597,50,6769151
"Lebanon","2022-01-25",-1,46,-18,-13,-18,-1,"LBN","Asia",7250,14,2421579,1984741,419998,50,6769151
"Lebanon","2022-01-26",-25,15,-37,-21,-25,4,"LBN","Asia",8639,15,2424037,1990620,423568,50,6769151
"Lebanon","2022-01-27",-19,21,-32,-17,-34,4,"LBN","Asia",9199,16,2426499,1997536,427916,50,6769151
"Lebanon","2022-01-28",-16,31,-28,-19,-24,4,"LBN","Asia",8116,17,2429107,2001383,432699,50,6769151
"Lebanon","2022-01-29",-15,34,-20,-24,-18,2,"LBN","Asia",7726,15,2430205,2003206,433474,50,6769151
"Lebanon","2022-01-30",-13,24,-4,-17,-16,0,"LBN","Asia",7105,14,2433847,2009187,438574,50,6769151
"Lebanon","2022-01-31",-10,35,-24,-17,-17,-1,"LBN","Asia",6279,16,2438034,2019153,444900,50,6769151
"Lebanon","2022-02-01",2,49,-17,-9,-16,-1,"LBN","Asia",7314,15,2441107,2026672,449372,50,6769151
"Lebanon","2022-02-02",0,50,-10,-15,-26,2,"LBN","Asia",10760,17,2443750,2031963,452553,50,6769151
"Lebanon","2022-02-03",5,55,-5,-8,-16,-2,"LBN","Asia",9446,19,2447634,2040672,459078,50,6769151
"Lebanon","2022-02-04",-17,28,-30,-19,-21,3,"LBN","Asia",8427,18,2449441,2042902,461615,50,6769151
"Lebanon","2022-02-05",-9,42,-12,-19,-14,0,"LBN","Asia",8472,19,2450663,2043866,462378,50,6769151
"Lebanon","2022-02-06",-15,25,-13,-18,-15,1,"LBN","Asia",6147,17,2450675,2043920,462410,50,6769151
"Lebanon","2022-02-07",-5,42,-19,-15,-15,-2,"LBN","Asia",6351,19,2455107,2054158,469687,50,6769151
"Lebanon","2022-02-08",9,54,-11,-7,-14,-3,"LBN","Asia",6482,20,2458007,2061516,473975,50,6769151
"Lebanon","2022-02-09",-3,39,-19,-23,-41,4,"LBN","Asia",8488,19,2459534,2065840,476313,50,6769151
"Lebanon","2022-02-10",-2,42,-17,0,-17,-1,"LBN","Asia",6060,20,2462097,2073432,481654,50,6769151
"Lebanon","2022-02-11",5,55,-5,-4,-15,-1,"LBN","Asia",6954,18,2464261,2080782,485374,50,6769151
"Lebanon","2022-02-12",-3,42,2,-11,-14,-2,"LBN","Asia",5935,17,2464908,2081855,485883,50,6769151
"Lebanon","2022-02-13",-1,30,15,-6,-13,-4,"LBN","Asia",4443,16,2465838,2083064,486326,50,6769151
"Lebanon","2022-02-14",4,44,-10,-13,-35,0,"LBN","Asia",3717,15,2467903,2090557,489180,50,6769151
"Lebanon","2022-02-15",4,47,-13,4,-13,-2,"LBN","Asia",3731,17,2469980,2097717,492063,53.7,6769151
"Lebanon","2022-02-16",4,50,-6,0,-12,-3,"LBN","Asia",6063,18,2472856,2107939,496855,53.7,6769151
"Lebanon","2022-02-17",5,50,-3,3,-12,-3,"LBN","Asia",5211,19,2475376,2116720,501243,53.7,6769151
"Lebanon","2022-02-18",3,52,0,-2,-12,-2,"LBN","Asia",4090,20,2476941,2122342,503677,53.7,6769151
"Lebanon","2022-02-19",-8,38,-6,-12,-12,-1,"LBN","Asia",3729,21,2477451,2123033,503955,53.7,6769151
"Lebanon","2022-02-20",-7,28,11,4,-12,-2,"LBN","Asia",3145,20,2478594,2125887,505935,53.7,6769151
"Lebanon","2022-02-21",-3,41,-10,-2,-12,-3,"LBN","Asia",3101,19,2481117,2131804,509295,53.7,6769151
"Lebanon","2022-02-22",5,48,-8,1,-11,-3,"LBN","Asia",3978,18,2482800,2135939,511371,53.7,6769151
"Lebanon","2022-02-23",5,52,0,-3,-10,-3,"LBN","Asia",3748,20,2484807,2140485,514478,53.7,6769151
"Lebanon","2022-02-24",0,47,-4,2,-11,-2,"LBN","Asia",3152,17,2486652,2144504,517591,53.7,6769151
"Lebanon","2022-02-25",-10,35,-17,1,-12,1,"LBN","Asia",2727,14,2488336,2149033,520915,53.7,6769151
"Lebanon","2022-02-26",-8,41,-7,-11,-11,-1,"LBN","Asia",2428,11,2488703,2149770,521180,53.7,6769151
"Lebanon","2022-02-27",-10,31,6,3,-11,-1,"LBN","Asia",1533,10,2489859,2152424,523505,53.7,6769151
"Lebanon","2022-02-28",-3,45,-2,-1,-11,-3,"LBN","Asia",1870,12,2491955,2156594,527579,53.7,6769151
"Lebanon","2022-03-01",5,52,-2,3,-9,-2,"LBN","Asia",1986,13,2494296,2159931,530454,53.7,6769151
"Lebanon","2022-03-02",4,54,0,7,-9,-2,"LBN","Asia",1841,11,2495598,2162411,532724,53.7,6769151
"Lebanon","2022-03-03",-1,44,-6,5,-11,-1,"LBN","Asia",1835,10,2496478,2164673,534942,53.7,6769151
"Lebanon","2022-03-04",4,57,5,12,-9,0,"LBN","Asia",1602,9,2497089,2166058,536054,53.7,6769151
"Lebanon","2022-03-05",-1,50,11,-4,-9,-1,"LBN","Asia",1268,8,2497183,2166325,536148,53.7,6769151
"Lebanon","2022-03-06",-10,36,6,2,-10,1,"LBN","Asia",1007,10,2497907,2167714,537369,53.7,6769151
"Lebanon","2022-03-07",-1,50,2,-1,-8,-1,"LBN","Asia",1126,9,2499496,2170547,539250,53.7,6769151
"Lebanon","2022-03-08",10,57,7,5,-7,-1,"LBN","Asia",1006,8,2500774,2172743,540699,53.7,6769151
"Lebanon","2022-03-09",3,50,-1,2,-17,2,"LBN","Asia",1082,7,2501935,2174890,542020,53.7,6769151
"Lebanon","2022-03-10",-5,39,-4,6,-11,3,"LBN","Asia",956,9,2503773,2178509,544436,53.7,6769151
"Lebanon","2022-03-11",-14,32,-12,0,-15,7,"LBN","Asia",932,8,2503859,2178643,544464,53.7,6769151
"Lebanon","2022-03-12",-16,32,-10,-14,-13,6,"LBN","Asia",763,7,2504016,2178903,544540,53.7,6769151
"Lebanon","2022-03-13",-25,14,-19,-3,-15,7,"LBN","Asia",486,6,2504168,2179198,544782,53.7,6769151
"Lebanon","2022-03-14",-8,38,-4,2,-11,4,"LBN","Asia",632,5,2504820,2180156,545452,53.7,6769151
"Lebanon","2022-03-15",-8,34,-10,9,-18,7,"LBN","Asia",614,8,,,,53.7,6769151
"Lebanon","2022-03-16",4,52,10,8,-8,3,"LBN","Asia",536,7,,,,53.7,6769151
"Lebanon","2022-03-17",7,54,14,14,-6,2,"LBN","Asia",508,6,2508681,2187530,550913,53.7,6769151
"Lebanon","2022-03-18",5,55,11,13,-8,3,"LBN","Asia",497,5,2509376,2189077,551854,53.7,6769151
"Lebanon","2022-03-19",-4,43,6,-2,-8,3,"LBN","Asia",448,6,2509534,2189382,551936,53.7,6769151
"Lebanon","2022-03-20",-4,36,15,13,-6,2,"LBN","Asia",361,5,2510153,2190327,552569,53.7,6769151
"Lebanon","2022-03-21",7,52,11,9,-7,1,"LBN","Asia",399,4,2510964,2191957,553483,53.7,6769151
"Lebanon","2022-03-22",4,47,5,13,-8,3,"LBN","Asia",410,6,2511718,2193591,554190,53.7,6769151
"Lebanon","2022-03-23",0,46,5,9,-5,2,"LBN","Asia",414,5,2512571,2195380,555150,53.7,6769151
"Lebanon","2022-03-24",-4,38,-3,16,-10,4,"LBN","Asia",411,4,2512813,2195885,555442,53.7,6769151
"Lebanon","2022-03-25",-3,44,1,5,-31,8,"LBN","Asia",378,5,2513216,2196809,555762,53.7,6769151
"Lebanon","2022-03-26",-7,41,11,1,-9,3,"LBN","Asia",290,6,2513472,2197075,555967,53.7,6769151
"Lebanon","2022-03-27",-7,33,28,16,-8,2,"LBN","Asia",284,5,2514136,2198355,556772,53.7,6769151
"Lebanon","2022-03-28",0,47,13,9,-6,1,"LBN","Asia",302,5,2514417,2198831,557121,53.7,6769151
"Lebanon","2022-03-29",7,52,13,12,-5,1,"LBN","Asia",329,4,2516012,2201517,558568,53.7,6769151
"Lebanon","2022-03-30",9,57,21,18,-4,0,"LBN","Asia",364,5,2517039,2203184,559627,53.7,6769151
"Lebanon","2022-03-31",14,62,29,24,-5,-1,"LBN","Asia",380,6,2517433,2204062,560156,53.7,6769151
"Lebanon","2022-04-01",16,72,36,14,-6,-1,"LBN","Asia",352,4,,,,53.7,6769151
"Lebanon","2022-04-02",-8,47,19,-8,-11,2,"LBN","Asia",298,5,,,,53.7,6769151
"Lebanon","2022-04-03",-11,38,22,-6,-8,3,"LBN","Asia",188,3,2518322,2206417,561168,53.7,6769151
"Lebanon","2022-04-04",-3,47,11,-4,-7,2,"LBN","Asia",272,4,2518602,2206847,561571,53.7,6769151
"Lebanon","2022-04-05",5,53,12,1,-5,2,"LBN","Asia",284,5,2519231,2207785,562585,,6769151
"Lebanon","2022-04-06",4,53,14,6,-5,2,"LBN","Asia",299,3,2519564,2208379,563085,,6769151
"Lebanon","2022-04-07",8,57,23,5,-5,1,"LBN","Asia",246,4,2519809,2208784,563579,,6769151
"Lebanon","2022-04-08",5,58,22,8,-7,3,"LBN","Asia",218,3,2520153,2209272,564090,,6769151
"Lebanon","2022-04-09",-3,50,24,-2,-9,2,"LBN","Asia",189,4,2520217,2209357,564145,,6769151
"Lebanon","2022-04-10",-7,39,29,-3,-7,2,"LBN","Asia",169,3,2520489,2209770,564522,,6769151
"Lebanon","2022-04-11",3,52,15,3,-5,1,"LBN","Asia",131,4,2521168,2210616,565314,,6769151
"Lebanon","2022-04-12",10,57,12,7,-4,2,"LBN","Asia",108,5,2521431,2210956,565620,,6769151
"Lebanon","2022-04-13",11,60,23,17,-4,1,"LBN","Asia",188,3,2522160,2211911,566721,,6769151
"Lebanon","2022-04-14",17,66,45,23,-15,1,"LBN","Asia",0,0,2522387,2212183,566813,,6769151
"Lebanon","2022-04-15",-3,51,32,9,-41,8,"LBN","Asia",307,2,,,,,6769151
"Lebanon","2022-04-16",-7,44,30,-6,-14,3,"LBN","Asia",112,3,,,,,6769151
"Lebanon","2022-04-17",-8,31,39,-13,-10,1,"LBN","Asia",95,2,2522688,2212600,567037,,6769151
"Lebanon","2022-04-18",-2,35,28,-4,-50,6,"LBN","Asia",72,3,2523151,2213441,567744,,6769151
"Lebanon","2022-04-19",10,51,20,13,-13,3,"LBN","Asia",126,2,2523313,2213670,568041,,6769151
"Lebanon","2022-04-20",11,58,29,14,-12,2,"LBN","Asia",148,3,2523775,2214519,568900,,6769151
"Lebanon","2022-04-21",16,61,37,15,-16,2,"LBN","Asia",140,2,2524157,2215083,569563,,6769151
"Lebanon","2022-04-22",6,57,34,4,-33,6,"LBN","Asia",128,2,2524525,2215638,569852,,6769151
"Lebanon","2022-04-23",-5,44,33,-3,-12,2,"LBN","Asia",93,2,2524531,2215645,569858,,6769151
"Lebanon","2022-04-24",-7,37,33,4,-7,2,"LBN","Asia",86,1,2524596,2215768,569904,,6769151
"Lebanon","2022-04-25",3,45,22,2,-41,6,"LBN","Asia",56,3,2677312,2351269,573819,,6769151
"Lebanon","2022-04-26",11,57,21,22,-5,2,"LBN","Asia",68,2,,,,,6769151
"Lebanon","2022-04-27",13,62,30,30,-7,1,"LBN","Asia",118,1,,,,,6769151
"Lebanon","2022-04-28",19,67,39,30,-6,0,"LBN","Asia",115,1,,,,,6769151
"Lebanon","2022-04-29",19,73,45,41,-6,1,"LBN","Asia",91,2,,,,,6769151
"Lebanon","2022-04-30",6,61,46,22,-9,0,"LBN","Asia",101,2,,,,,6769151
"Lebanon","2022-05-01",13,66,66,12,-2,0,"LBN","Asia",89,1,,,,,6769151
"Lebanon","2022-05-02",16,44,72,-7,-66,4,"LBN","Asia",0,0,,,,,6769151
"Lebanon","2022-05-03",31,55,68,-2,-57,2,"LBN","Asia",74,5,,,,,6769151
"Lebanon","2022-05-04",24,60,44,17,-38,2,"LBN","Asia",0,0,,,,,6769151
"Lebanon","2022-05-05",22,69,30,20,-11,0,"LBN","Asia",150,3,,,,,6769151
"Liechtenstein","2021-12-01",,,,-19,-13,,"LIE","Europe",67,0,25765,25121,1534,47.22,38254
"Liechtenstein","2021-12-02",,,,-22,-14,,"LIE","Europe",64,1,25776,25178,1685,47.22,38254
"Liechtenstein","2021-12-03",,,,-12,-16,,"LIE","Europe",53,0,25783,25181,1740,47.22,38254
"Liechtenstein","2021-12-04",,,,-29,,,"LIE","Europe",0,0,25783,25181,1743,47.22,38254
"Liechtenstein","2021-12-05",,,,-22,,,"LIE","Europe",31,0,,,,47.22,38254
"Liechtenstein","2021-12-06",,,,-12,-15,,"LIE","Europe",48,0,25812,25256,2018,47.22,38254
"Liechtenstein","2021-12-07",,,,-12,-14,,"LIE","Europe",112,2,25853,25272,2767,47.22,38254
"Liechtenstein","2021-12-08",,,,-53,-63,,"LIE","Europe",109,0,25867,25275,3569,47.22,38254
"Liechtenstein","2021-12-09",,,,-16,-16,,"LIE","Europe",67,1,25881,25286,4375,47.22,38254
"Liechtenstein","2021-12-10",,,,-12,-15,,"LIE","Europe",68,2,25897,25352,4958,47.22,38254
"Liechtenstein","2021-12-11",,,,-12,,,"LIE","Europe",0,0,25912,25352,5548,47.22,38254
"Liechtenstein","2021-12-12",,,,-3,,,"LIE","Europe",30,0,25912,25352,5792,47.22,38254
"Liechtenstein","2021-12-13",,,,-6,-16,,"LIE","Europe",74,0,25941,25430,6331,47.22,38254
"Liechtenstein","2021-12-14",,,,-18,-15,,"LIE","Europe",111,1,25968,25454,7257,47.22,38254
"Liechtenstein","2021-12-15",,,,-19,-11,,"LIE","Europe",40,0,25984,25472,8060,47.22,38254
"Liechtenstein","2021-12-16",,,,-14,-11,,"LIE","Europe",41,0,26011,25487,8845,47.22,38254
"Liechtenstein","2021-12-17",,,,-4,-13,,"LIE","Europe",54,0,26037,25492,9736,47.22,38254
"Liechtenstein","2021-12-18",,,,-5,,,"LIE","Europe",0,0,26053,25494,10312,47.22,38254
"Liechtenstein","2021-12-20",,,,-5,-25,,"LIE","Europe",42,0,26086,25520,11198,54.63,38254
"Liechtenstein","2021-12-21",,,,-20,-23,,"LIE","Europe",121,0,26114,25547,11653,54.63,38254
"Liechtenstein","2021-12-22",,,,-18,-23,,"LIE","Europe",28,0,26147,25569,12104,54.63,38254
"Liechtenstein","2021-12-23",,,,-21,-32,,"LIE","Europe",44,1,26149,25580,12120,54.63,38254
"Liechtenstein","2021-12-24",,,,-45,-75,,"LIE","Europe",0,0,26149,25580,12122,54.63,38254
"Liechtenstein","2021-12-25",,,,-38,,,"LIE","Europe",0,0,,,,54.63,38254
"Liechtenstein","2021-12-26",,,,-17,,,"LIE","Europe",38,0,,,,54.63,38254
"Liechtenstein","2021-12-27",,,,-12,-60,,"LIE","Europe",20,0,26151,25582,12125,54.63,38254
"Liechtenstein","2021-12-28",,,,-40,-61,,"LIE","Europe",105,0,26156,25601,12166,54.63,38254
"Liechtenstein","2021-12-29",,,,-45,-59,,"LIE","Europe",72,0,26157,25601,12169,54.63,38254
"Liechtenstein","2021-12-30",,,,-30,-59,,"LIE","Europe",0,0,26157,25602,12171,54.63,38254
"Liechtenstein","2021-12-31",-45,,,-20,-78,,"LIE","Europe",0,0,,,,54.63,38254
"Liechtenstein","2022-01-01",,,,-19,,,"LIE","Europe",36,0,,,,54.63,38254
"Liechtenstein","2022-01-03",,,,-23,-43,,"LIE","Europe",28,2,26202,25640,12645,54.63,38254
"Liechtenstein","2022-01-04",,,,-38,-44,,"LIE","Europe",112,0,26224,25672,13128,54.63,38254
"Liechtenstein","2022-01-05",,,,-37,-43,,"LIE","Europe",58,0,26230,25690,13626,54.63,38254
"Liechtenstein","2022-01-06",,,,-46,-70,,"LIE","Europe",77,0,26232,25692,13629,54.63,38254
"Liechtenstein","2022-01-07",,,,-29,-49,,"LIE","Europe",114,0,26236,25704,13649,54.63,38254
"Liechtenstein","2022-01-08",-41,,,-12,,,"LIE","Europe",0,0,26384,25705,13649,54.63,38254
"Liechtenstein","2022-01-09",,,,-24,,,"LIE","Europe",61,0,,,,54.63,38254
"Liechtenstein","2022-01-10",,,,-13,-18,,"LIE","Europe",58,0,26392,25741,14117,47.22,38254
"Liechtenstein","2022-01-11",,,,-18,-13,,"LIE","Europe",108,0,26410,25777,14592,47.22,38254
"Liechtenstein","2022-01-12",,,,-24,-16,,"LIE","Europe",92,0,26424,25805,14909,47.22,38254
"Liechtenstein","2022-01-13",,,,-22,-17,,"LIE","Europe",97,1,26435,25824,15212,47.22,38254
"Liechtenstein","2022-01-14",,,,-12,-14,,"LIE","Europe",7,0,26447,25864,15663,47.22,38254
"Liechtenstein","2022-01-15",,,,3,,,"LIE","Europe",133,0,26447,25865,15665,47.22,38254
"Liechtenstein","2022-01-17",,,,-10,-18,,"LIE","Europe",64,1,26500,25916,15999,47.22,38254
"Liechtenstein","2022-01-18",,,,-21,-16,,"LIE","Europe",106,0,26514,25937,16209,47.22,38254
"Liechtenstein","2022-01-19",,,,-21,-14,,"LIE","Europe",117,0,26525,25964,16406,47.22,38254
"Liechtenstein","2022-01-20",,,,-31,-17,,"LIE","Europe",183,0,26584,25975,16584,47.22,38254
"Liechtenstein","2022-01-21",,,,-21,-16,,"LIE","Europe",75,0,26591,25994,16925,47.22,38254
"Liechtenstein","2022-01-22",,,,-10,,,"LIE","Europe",92,0,26592,25995,16925,47.22,38254
"Liechtenstein","2022-01-24",,,,-7,-16,,"LIE","Europe",175,0,26594,25998,16936,47.22,38254
"Liechtenstein","2022-01-25",,,,-14,-18,,"LIE","Europe",158,0,26596,26001,16968,47.22,38254
"Liechtenstein","2022-01-26",,,,-22,-16,,"LIE","Europe",175,0,26622,26004,17125,47.22,38254
"Liechtenstein","2022-01-27",,,,-21,-16,,"LIE","Europe",119,0,26624,26005,17131,47.22,38254
"Liechtenstein","2022-01-28",,,,-13,-13,,"LIE","Europe",125,0,26626,26007,17147,47.22,38254
"Liechtenstein","2022-01-29",,,,23,,,"LIE","Europe",185,0,,,,47.22,38254
"Liechtenstein","2022-01-30",,,,-7,,,"LIE","Europe",79,0,,,,47.22,38254
"Liechtenstein","2022-01-31",,,,-13,-18,,"LIE","Europe",74,0,26645,26042,17401,47.22,38254
"Liechtenstein","2022-02-01",,,,-22,-20,,"LIE","Europe",107,0,26676,26070,17610,47.22,38254
"Liechtenstein","2022-02-02",,,,-56,-61,,"LIE","Europe",141,0,26676,26071,17611,47.22,38254
"Liechtenstein","2022-02-03",,,,-8,-17,,"LIE","Europe",179,1,,,,47.22,38254
"Liechtenstein","2022-02-04",,,,-1,-14,,"LIE","Europe",159,0,26676,26074,17620,47.22,38254
"Liechtenstein","2022-02-05",,,,20,,,"LIE","Europe",97,0,26676,26183,17620,47.22,38254
"Liechtenstein","2022-02-07",,,,-11,-16,,"LIE","Europe",92,0,26676,26192,17713,47.22,38254
"Liechtenstein","2022-02-08",,,,-21,-17,,"LIE","Europe",192,0,26687,26225,17812,47.22,38254
"Liechtenstein","2022-02-09",,,,-13,-14,,"LIE","Europe",137,0,26687,26229,17821,47.22,38254
"Liechtenstein","2022-02-10",,,,-10,-15,,"LIE","Europe",161,0,26687,26229,17822,47.22,38254
"Liechtenstein","2022-02-11",,,,-12,-15,,"LIE","Europe",157,0,26687,26229,17823,47.22,38254
"Liechtenstein","2022-02-12",,,,24,,,"LIE","Europe",40,0,26699,26240,18003,47.22,38254
"Liechtenstein","2022-02-14",,,,-7,-18,,"LIE","Europe",163,0,26699,26242,18012,47.22,38254
"Liechtenstein","2022-02-15",,,,-17,-15,,"LIE","Europe",82,1,26699,26242,18018,47.22,38254
"Liechtenstein","2022-02-16",,,,-18,-13,,"LIE","Europe",69,0,26699,26244,18029,47.22,38254
"Liechtenstein","2022-02-17",,,,-15,-11,,"LIE","Europe",121,0,26704,26296,18104,47.22,38254
"Liechtenstein","2022-02-18",,,,-3,-11,,"LIE","Europe",93,0,,,,47.22,38254
"Liechtenstein","2022-02-19",,,,-4,,,"LIE","Europe",62,0,26704,26296,18105,47.22,38254
"Liechtenstein","2022-02-21",,,,-4,-17,,"LIE","Europe",55,0,,,,47.22,38254
"Liechtenstein","2022-02-22",,,,-20,-15,,"LIE","Europe",69,1,26708,26354,18166,47.22,38254
"Liechtenstein","2022-02-23",,,,-14,-13,,"LIE","Europe",105,0,,,,47.22,38254
"Liechtenstein","2022-02-24",,,,-5,-13,,"LIE","Europe",97,1,,,,47.22,38254
"Liechtenstein","2022-02-25",,,,-2,-15,,"LIE","Europe",107,1,26708,26354,18167,47.22,38254
"Liechtenstein","2022-02-26",,,,24,,,"LIE","Europe",81,0,,,,47.22,38254
"Liechtenstein","2022-02-28",,,,9,-30,,"LIE","Europe",192,0,,,,47.22,38254
"Liechtenstein","2022-03-01",,,,-20,-41,,"LIE","Europe",51,0,,,,28.7,38254
"Liechtenstein","2022-03-02",,,,-8,-20,,"LIE","Europe",109,0,26708,26354,18170,28.7,38254
"Liechtenstein","2022-03-03",,,,-4,-21,,"LIE","Europe",171,0,,,,28.7,38254
"Liechtenstein","2022-03-04",,,,19,-22,,"LIE","Europe",349,0,,,,28.7,38254
"Liechtenstein","2022-03-07",,,,3,-16,,"LIE","Europe",263,0,26709,26356,18172,28.7,38254
"Liechtenstein","2022-03-08",,,,-10,-14,,"LIE","Europe",27,1,,,,28.7,38254
"Liechtenstein","2022-03-09",,,,-1,-13,,"LIE","Europe",249,0,26709,26356,18173,28.7,38254
"Liechtenstein","2022-03-10",,,,-1,-12,,"LIE","Europe",119,0,,,,28.7,38254
"Liechtenstein","2022-03-11",,,,5,-15,,"LIE","Europe",199,0,26715,26385,18236,28.7,38254
"Liechtenstein","2022-03-12",,,,14,,,"LIE","Europe",236,0,26716,26386,18237,28.7,38254
"Liechtenstein","2022-03-14",,,,11,-17,,"LIE","Europe",1,0,,,,31.48,38254
"Liechtenstein","2022-03-15",,,,-5,-13,,"LIE","Europe",189,0,,,,31.48,38254
"Liechtenstein","2022-03-16",,,,-6,-12,,"LIE","Europe",218,2,26716,26387,18237,31.48,38254
"Liechtenstein","2022-03-17",,,,4,-13,,"LIE","Europe",284,0,,,,31.48,38254
"Liechtenstein","2022-03-18",,,,6,-14,,"LIE","Europe",117,0,,,,31.48,38254
"Liechtenstein","2022-03-19",,,,7,,,"LIE","Europe",200,0,,,,31.48,38254
"Liechtenstein","2022-03-21",,,,20,-14,,"LIE","Europe",146,2,,,,31.48,38254
"Liechtenstein","2022-03-22",,,,8,-11,,"LIE","Europe",39,0,,,,31.48,38254
"Liechtenstein","2022-03-23",,,,-4,-10,,"LIE","Europe",152,0,26717,26388,18237,31.48,38254
"Liechtenstein","2022-03-24",,,,-2,-10,,"LIE","Europe",112,0,26721,26395,18321,31.48,38254
"Liechtenstein","2022-03-25",,,,5,-13,,"LIE","Europe",128,0,,,,31.48,38254
"Liechtenstein","2022-03-26",,,,10,,,"LIE","Europe",128,0,,,,31.48,38254
"Liechtenstein","2022-03-28",,,,12,-11,,"LIE","Europe",41,0,,,,31.48,38254
"Liechtenstein","2022-03-29",,,,0,-10,,"LIE","Europe",37,1,,,,31.48,38254
"Liechtenstein","2022-03-30",,,,-8,-9,,"LIE","Europe",110,0,,,,31.48,38254
"Liechtenstein","2022-03-31",,,,-8,-10,,"LIE","Europe",92,0,,,,31.48,38254
"Liechtenstein","2022-04-01",,,,-8,-8,,"LIE","Europe",51,0,,,,31.48,38254
"Liechtenstein","2022-04-02",,,,-17,,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-03",,,,-19,,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-04",,,,5,-11,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-05",,,,-3,-8,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-06",,,,4,-8,,"LIE","Europe",195,0,,,,31.48,38254
"Liechtenstein","2022-04-07",,,,-1,-6,,"LIE","Europe",78,0,,,,31.48,38254
"Liechtenstein","2022-04-08",,,,11,-7,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-09",,,,-2,,,"LIE","Europe",0,0,,,,31.48,38254
"Liechtenstein","2022-04-10",,,,-5,,,"LIE","Europe",55,0,,,,31.48,38254
"Liechtenstein","2022-04-11",,,,9,-12,,"LIE","Europe",27,0,,,,31.48,38254
"Liechtenstein","2022-04-12",,,,2,-12,,"LIE","Europe",50,0,26727,26404,18387,31.48,38254
"Liechtenstein","2022-04-13",,,,6,-12,,"LIE","Europe",31,0,,,,31.48,38254
"Liechtenstein","2022-04-14",,,,17,-14,,"LIE","Europe",41,0,26727,26404,18388,31.48,38254
"Liechtenstein","2022-04-15",-39,,,-9,-76,,"LIE","Europe",40,0,,,,31.48,38254
"Liechtenstein","2022-04-16",,,,9,,,"LIE","Europe",29,0,,,,31.48,38254
"Liechtenstein","2022-04-18",,,,-8,-88,,"LIE","Europe",22,0,,,,31.48,38254
"Liechtenstein","2022-04-19",,,,-1,-24,,"LIE","Europe",2,0,,,,31.48,38254
"Liechtenstein","2022-04-20",,,,-11,-22,,"LIE","Europe",22,0,,,,31.48,38254
"Liechtenstein","2022-04-21",,,,-2,-21,,"LIE","Europe",22,0,,,,31.48,38254
"Liechtenstein","2022-04-22",,,,0,-23,,"LIE","Europe",15,0,,,,31.48,38254
"Liechtenstein","2022-04-23",,,,4,,,"LIE","Europe",27,0,,,,31.48,38254
"Liechtenstein","2022-04-25",,,,4,-17,,"LIE","Europe",2,0,,,,31.48,38254
"Liechtenstein","2022-04-26",,,,-13,-13,,"LIE","Europe",21,0,26729,26404,18439,31.48,38254
"Liechtenstein","2022-04-27",,,,-9,-13,,"LIE","Europe",7,,,,,31.48,38254
"Liechtenstein","2022-04-28",,,,-6,-13,,"LIE","Europe",30,0,,,,31.48,38254
"Liechtenstein","2022-04-29",,,,1,-15,,"LIE","Europe",8,0,,,,31.48,38254
"Liechtenstein","2022-04-30",,,,-20,,,"LIE","Europe",14,0,,,,31.48,38254
"Liechtenstein","2022-05-02",,,,19,-10,,"LIE","Europe",14,0,,,,23.15,38254
"Liechtenstein","2022-05-03",,,,3,-5,,"LIE","Europe",15,0,,,,23.15,38254
"Liechtenstein","2022-05-04",,,,-9,-7,,"LIE","Europe",11,0,,,,23.15,38254
"Liechtenstein","2022-05-05",,,,-1,-6,,"LIE","Europe",5,0,,,,,38254
"Lithuania","2021-12-01",-15,44,28,-9,-3,2,"LTU","Europe",1941,22,1873117,1785532,317898,46.3,2689862
"Lithuania","2021-12-02",-19,38,3,-8,-4,3,"LTU","Europe",1945,29,1875691,1788289,334991,46.3,2689862
"Lithuania","2021-12-03",-20,41,35,-8,-3,2,"LTU","Europe",2170,17,1878442,1791442,352065,46.3,2689862
"Lithuania","2021-12-04",-14,43,57,-12,14,0,"LTU","Europe",1960,20,1879061,1791979,355876,46.3,2689862
"Lithuania","2021-12-05",-15,43,59,-9,13,0,"LTU","Europe",1525,22,1879296,1792176,357875,46.3,2689862
"Lithuania","2021-12-06",-17,41,17,-10,-4,2,"LTU","Europe",471,15,1881610,1794826,369848,46.3,2689862
"Lithuania","2021-12-07",-17,43,9,-10,-2,2,"LTU","Europe",2148,24,1883634,1797168,384353,46.3,2689862
